".type","ALE","Variable_values","Feature","Dataset","Model Type"
"ale",24.9109849483631,14.7160949707031,"Jun_Tmin","Train","National"
"ale",24.9109849483631,16.0543384552002,"Jun_Tmin","Train","National"
"ale",21.5814044658334,23.6589508056641,"Jun_Tmin","Train","National"
"ale",-112.664217237721,-5.90409660339355,"Oct_Tmin","Train","National"
"ale",-112.664217237721,-2.61583375930786,"Oct_Tmin","Train","National"
"ale",-12.6795539954737,-1.86767971515655,"Oct_Tmin","Train","National"
"ale",-9.42894550473909,-1.34206521511078,"Oct_Tmin","Train","National"
"ale",-3.48118694641926,-0.979818224906921,"Oct_Tmin","Train","National"
"ale",-5.0695737160943,-0.562278926372528,"Oct_Tmin","Train","National"
"ale",-6.41101666162116,-0.255912691354752,"Oct_Tmin","Train","National"
"ale",-6.41101666162116,0.0235339272767305,"Oct_Tmin","Train","National"
"ale",-6.41101666162116,0.299320787191391,"Oct_Tmin","Train","National"
"ale",-6.41101666162116,0.532210409641266,"Oct_Tmin","Train","National"
"ale",-6.41101666162116,0.769635677337646,"Oct_Tmin","Train","National"
"ale",-8.03827049641536,1.03191983699799,"Oct_Tmin","Train","National"
"ale",4.57150346509378,1.33295130729675,"Oct_Tmin","Train","National"
"ale",4.57150346509378,1.61833775043488,"Oct_Tmin","Train","National"
"ale",30.7861239157416,1.90325903892517,"Oct_Tmin","Train","National"
"ale",35.9530168743066,2.23049116134644,"Oct_Tmin","Train","National"
"ale",35.9530168743066,2.61729741096497,"Oct_Tmin","Train","National"
"ale",38.3494941781605,3.13007640838623,"Oct_Tmin","Train","National"
"ale",38.3494941781605,3.80291080474854,"Oct_Tmin","Train","National"
"ale",39.6497447200336,5.58874559402466,"Oct_Tmin","Train","National"
"ale",23.7935577772134,18.4729022979736,"Oct_Tmin","Train","National"
"ale",-3.32878241524941,0,"Feb_Precip","Train","National"
"ale",-19.3741438178075,1.20816016197205,"Feb_Precip","Train","National"
"ale",-19.3741438178075,2.43114566802979,"Feb_Precip","Train","National"
"ale",-19.3741438178075,3.38001728057861,"Feb_Precip","Train","National"
"ale",-20.1531083489384,4.17498540878296,"Feb_Precip","Train","National"
"ale",-20.1531083489384,5.25997591018677,"Feb_Precip","Train","National"
"ale",-20.1531083489384,6.2086591720581,"Feb_Precip","Train","National"
"ale",-20.1531083489384,7.16552114486694,"Feb_Precip","Train","National"
"ale",-20.1531083489384,8.04478359222412,"Feb_Precip","Train","National"
"ale",-20.1531083489384,8.95767211914062,"Feb_Precip","Train","National"
"ale",-20.1531083489384,9.82645130157471,"Feb_Precip","Train","National"
"ale",-18.7129994681743,10.9194774627685,"Feb_Precip","Train","National"
"ale",-18.7129994681743,12.1714868545532,"Feb_Precip","Train","National"
"ale",-3.33699313242739,13.5017518997192,"Feb_Precip","Train","National"
"ale",12.2791541647573,15.0422382354736,"Feb_Precip","Train","National"
"ale",36.1709186124902,17.1715660095215,"Feb_Precip","Train","National"
"ale",42.9871860447263,19.7913379669189,"Feb_Precip","Train","National"
"ale",42.9871860447263,22.8556022644043,"Feb_Precip","Train","National"
"ale",42.9871860447263,27.4018936157227,"Feb_Precip","Train","National"
"ale",42.9871860447263,34.1820526123047,"Feb_Precip","Train","National"
"ale",42.7723243211833,126.639312744141,"Feb_Precip","Train","National"
"ale",-17.8169218012403,19.933895111084,"Aug_Tmax","Train","National"
"ale",2.51411930221575,23.6584606170654,"Aug_Tmax","Train","National"
"ale",8.72820197359056,24.5172328948975,"Aug_Tmax","Train","National"
"ale",8.72820197359056,25.1112499237061,"Aug_Tmax","Train","National"
"ale",6.22789344831903,25.7310085296631,"Aug_Tmax","Train","National"
"ale",6.22789344831903,26.2675247192383,"Aug_Tmax","Train","National"
"ale",6.22789344831903,26.7444553375244,"Aug_Tmax","Train","National"
"ale",4.20212284225482,27.2813587188721,"Aug_Tmax","Train","National"
"ale",4.62328030700329,27.694299697876,"Aug_Tmax","Train","National"
"ale",4.62328030700329,28.0154037475586,"Aug_Tmax","Train","National"
"ale",4.62328030700329,28.3059196472168,"Aug_Tmax","Train","National"
"ale",4.62328030700329,28.5984001159668,"Aug_Tmax","Train","National"
"ale",4.62328030700329,28.9450988769531,"Aug_Tmax","Train","National"
"ale",4.62328030700329,29.3603515625,"Aug_Tmax","Train","National"
"ale",4.62328030700329,29.8208808898926,"Aug_Tmax","Train","National"
"ale",4.62328030700329,30.3254318237305,"Aug_Tmax","Train","National"
"ale",-1.23109502050243,30.813440322876,"Aug_Tmax","Train","National"
"ale",-1.23109502050243,31.4123401641846,"Aug_Tmax","Train","National"
"ale",-5.87494744047194,32.0411529541016,"Aug_Tmax","Train","National"
"ale",-25.1380115690685,33.0559425354004,"Aug_Tmax","Train","National"
"ale",-75.3418873389353,36.3807983398438,"Aug_Tmax","Train","National"
"ale",-17.1474464971939,19.0659084320068,"Jun_Tmax","Train","National"
"ale",-17.1474464971939,21.4419040679932,"Jun_Tmax","Train","National"
"ale",33.3535966829461,22.2681980133057,"Jun_Tmax","Train","National"
"ale",33.3535966829461,22.8547630310059,"Jun_Tmax","Train","National"
"ale",33.3535966829461,23.3346462249756,"Jun_Tmax","Train","National"
"ale",9.91164036764224,23.7247714996338,"Jun_Tmax","Train","National"
"ale",5.51526764231831,24.0435314178467,"Jun_Tmax","Train","National"
"ale",4.44963438024228,24.3645629882812,"Jun_Tmax","Train","National"
"ale",4.44963438024228,24.6767463684082,"Jun_Tmax","Train","National"
"ale",3.56407864770131,24.9610614776611,"Jun_Tmax","Train","National"
"ale",3.56407864770131,25.2508125305176,"Jun_Tmax","Train","National"
"ale",3.56407864770131,25.5845851898193,"Jun_Tmax","Train","National"
"ale",3.56407864770131,25.9466648101807,"Jun_Tmax","Train","National"
"ale",3.56407864770131,26.377779006958,"Jun_Tmax","Train","National"
"ale",3.56407864770131,26.7940082550049,"Jun_Tmax","Train","National"
"ale",-4.98739121366276,27.2743415832519,"Jun_Tmax","Train","National"
"ale",-4.98739121366276,27.8291435241699,"Jun_Tmax","Train","National"
"ale",-4.98739121366276,28.8022136688232,"Jun_Tmax","Train","National"
"ale",-4.98739121366276,30.0994987487793,"Jun_Tmax","Train","National"
"ale",-41.1726768284208,31.7465877532959,"Jun_Tmax","Train","National"
"ale",-118.531260992531,36.679515838623,"Jun_Tmax","Train","National"
"ale",-37.449605589292,6.71779632568359,"Aug_Tmin","Train","National"
"ale",-37.449605589292,9.61940670013428,"Aug_Tmin","Train","National"
"ale",-3.91573498531194,10.3991632461548,"Aug_Tmin","Train","National"
"ale",-3.91573498531194,10.9724369049072,"Aug_Tmin","Train","National"
"ale",-3.91573498531194,11.3830013275147,"Aug_Tmin","Train","National"
"ale",-3.91573498531194,11.7981433868408,"Aug_Tmin","Train","National"
"ale",-3.91573498531194,12.1236953735352,"Aug_Tmin","Train","National"
"ale",-3.91573498531194,12.4170866012573,"Aug_Tmin","Train","National"
"ale",-2.55769978142474,12.6828384399414,"Aug_Tmin","Train","National"
"ale",-1.73531990158956,12.9402112960815,"Aug_Tmin","Train","National"
"ale",0.625110669609633,13.2582883834839,"Aug_Tmin","Train","National"
"ale",1.0409201148745,13.5410394668579,"Aug_Tmin","Train","National"
"ale",1.64771972901321,13.7875699996948,"Aug_Tmin","Train","National"
"ale",1.64771972901321,14.0809078216553,"Aug_Tmin","Train","National"
"ale",1.64771972901321,14.4377384185791,"Aug_Tmin","Train","National"
"ale",6.28549779470052,14.7964324951172,"Aug_Tmin","Train","National"
"ale",11.4702772642604,15.1789817810059,"Aug_Tmin","Train","National"
"ale",15.7075782301045,15.6255741119385,"Aug_Tmin","Train","National"
"ale",15.5790873168995,16.194242477417,"Aug_Tmin","Train","National"
"ale",16.5373876515508,17.2357025146484,"Aug_Tmin","Train","National"
"ale",23.7853607601349,24.1500797271729,"Aug_Tmin","Train","National"
"ale",-69.0859409343373,100,"Acres_Harvested","Train","National"
"ale",-69.0859409343373,600,"Acres_Harvested","Train","National"
"ale",-69.9377336494655,1000,"Acres_Harvested","Train","National"
"ale",-69.9377336494655,1400,"Acres_Harvested","Train","National"
"ale",-69.861177589985,1900,"Acres_Harvested","Train","National"
"ale",-26.6572753520862,2400,"Acres_Harvested","Train","National"
"ale",-22.0569488140003,3100,"Acres_Harvested","Train","National"
"ale",-14.917782971245,3900,"Acres_Harvested","Train","National"
"ale",-14.917782971245,4800,"Acres_Harvested","Train","National"
"ale",-9.94807066246414,6100,"Acres_Harvested","Train","National"
"ale",21.6446466989861,7700,"Acres_Harvested","Train","National"
"ale",21.6446466989861,9800,"Acres_Harvested","Train","National"
"ale",21.6446466989861,12000,"Acres_Harvested","Train","National"
"ale",21.6446466989861,15200,"Acres_Harvested","Train","National"
"ale",21.6446466989861,19400,"Acres_Harvested","Train","National"
"ale",41.7618252122146,24200,"Acres_Harvested","Train","National"
"ale",41.7618252122146,30000,"Acres_Harvested","Train","National"
"ale",49.1540549439935,37600,"Acres_Harvested","Train","National"
"ale",65.0520229145084,50100,"Acres_Harvested","Train","National"
"ale",66.3689035056301,73500,"Acres_Harvested","Train","National"
"ale",66.3689035056301,280000,"Acres_Harvested","Train","National"
"ale",-110.857843179727,8.85322856903076,"Jul_Tmin","Train","National"
"ale",-40.8885952221717,11.5570363998413,"Jul_Tmin","Train","National"
"ale",-34.4576442200042,12.2265625,"Jul_Tmin","Train","National"
"ale",-34.4576442200042,12.5885105133057,"Jul_Tmin","Train","National"
"ale",-34.4576442200042,12.9069766998291,"Jul_Tmin","Train","National"
"ale",-34.4576442200042,13.1912593841553,"Jul_Tmin","Train","National"
"ale",-6.72970247433915,13.4648199081421,"Jul_Tmin","Train","National"
"ale",-6.72970247433915,13.7045049667358,"Jul_Tmin","Train","National"
"ale",15.9117278919909,13.904688835144,"Jul_Tmin","Train","National"
"ale",15.9117278919909,14.1526384353638,"Jul_Tmin","Train","National"
"ale",15.9117278919909,14.3924255371094,"Jul_Tmin","Train","National"
"ale",15.9117278919909,14.6698989868164,"Jul_Tmin","Train","National"
"ale",15.9117278919909,14.9560775756836,"Jul_Tmin","Train","National"
"ale",15.9117278919909,15.2101516723633,"Jul_Tmin","Train","National"
"ale",15.9117278919909,15.489182472229,"Jul_Tmin","Train","National"
"ale",27.3879077053057,15.8064947128296,"Jul_Tmin","Train","National"
"ale",27.3879077053057,16.2022399902344,"Jul_Tmin","Train","National"
"ale",27.3879077053057,16.5989017486572,"Jul_Tmin","Train","National"
"ale",27.3879077053057,17.2028350830078,"Jul_Tmin","Train","National"
"ale",27.3879077053057,18.07057762146,"Jul_Tmin","Train","National"
"ale",-1.23092399942496,24.1304016113281,"Jul_Tmin","Train","National"
"ale",53.2579364866013,-7.53785514831543,"Nov_Tmax","Train","National"
"ale",53.2579364866013,-3.5241482257843,"Nov_Tmax","Train","National"
"ale",23.8302437941471,-1.60302031040192,"Nov_Tmax","Train","National"
"ale",23.8302437941471,-0.783001124858856,"Nov_Tmax","Train","National"
"ale",22.1200074541128,-0.0953557193279266,"Nov_Tmax","Train","National"
"ale",-19.0831594841541,0.588203728199005,"Nov_Tmax","Train","National"
"ale",-21.1138352326535,1.19076716899872,"Nov_Tmax","Train","National"
"ale",-23.5448197297239,1.7290518283844,"Nov_Tmax","Train","National"
"ale",-23.5448197297239,2.4689154624939,"Nov_Tmax","Train","National"
"ale",-23.5448197297239,3.33737707138061,"Nov_Tmax","Train","National"
"ale",-24.1758618357438,4.17442941665649,"Nov_Tmax","Train","National"
"ale",-24.1758618357438,4.9574384689331,"Nov_Tmax","Train","National"
"ale",-24.1758618357438,5.78934907913208,"Nov_Tmax","Train","National"
"ale",-24.1758618357438,6.68923044204712,"Nov_Tmax","Train","National"
"ale",-24.1758618357438,7.50830459594727,"Nov_Tmax","Train","National"
"ale",-24.1758618357438,8.35987281799316,"Nov_Tmax","Train","National"
"ale",-24.1758618357438,9.22083950042725,"Nov_Tmax","Train","National"
"ale",33.8087524667286,10.2840633392334,"Nov_Tmax","Train","National"
"ale",36.4338488576156,12.3017330169678,"Nov_Tmax","Train","National"
"ale",36.4338488576156,14.6267967224121,"Nov_Tmax","Train","National"
"ale",47.38105007742,27.9781837463379,"Nov_Tmax","Train","National"
"ale",-9.82024998401448,-17.0280818939209,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-12.9285364151001,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-11.5033702850342,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-10.4319524765015,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-9.66432762145996,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-9.13992404937744,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-8.63341617584229,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-8.11856842041016,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-7.5729546546936,"Nov_Tmin","Train","National"
"ale",-9.82024998401448,-7.01914405822754,"Nov_Tmin","Train","National"
"ale",-7.23013195026017,-6.5336594581604,"Nov_Tmin","Train","National"
"ale",-7.23013195026017,-6.00641012191772,"Nov_Tmin","Train","National"
"ale",-3.69313050328036,-5.4923300743103,"Nov_Tmin","Train","National"
"ale",-3.69313050328036,-5.0675253868103,"Nov_Tmin","Train","National"
"ale",0.0126859982440255,-4.67129755020142,"Nov_Tmin","Train","National"
"ale",0.0126859982440255,-4.26071310043335,"Nov_Tmin","Train","National"
"ale",0.0126859982440255,-3.80520915985107,"Nov_Tmin","Train","National"
"ale",9.88007521199212,-3.1810085773468,"Nov_Tmin","Train","National"
"ale",34.5898500666987,-2.31658720970154,"Nov_Tmin","Train","National"
"ale",47.2046430533126,-0.707892060279846,"Nov_Tmin","Train","National"
"ale",47.2046430533126,15.4216804504394,"Nov_Tmin","Train","National"
"ale",-20.644766233071,-16.4030570983887,"Dec_Tmax","Train","National"
"ale",3.69448912313614,-11.7658243179321,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-9.96251678466797,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-8.74289512634277,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-7.40235710144043,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-6.36617565155029,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-5.40050315856934,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-4.50889205932617,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-3.59142684936523,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-2.81126117706299,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-1.95733296871185,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-1.10790586471558,"Dec_Tmax","Train","National"
"ale",9.14838525023217,-0.192463487386703,"Dec_Tmax","Train","National"
"ale",5.80304535884498,0.782711088657379,"Dec_Tmax","Train","National"
"ale",4.00759835820188,1.81073522567749,"Dec_Tmax","Train","National"
"ale",-7.89844831609356,2.90309357643127,"Dec_Tmax","Train","National"
"ale",-12.3702296047988,4.31423473358154,"Dec_Tmax","Train","National"
"ale",-17.084720913988,5.92034912109375,"Dec_Tmax","Train","National"
"ale",-17.084720913988,7.65265083312988,"Dec_Tmax","Train","National"
"ale",-13.6826477283697,9.44634819030762,"Dec_Tmax","Train","National"
"ale",-71.7097185051862,21.8162040710449,"Dec_Tmax","Train","National"
"ale",35.3197054899752,-26.7576351165771,"Feb_Tmin","Train","National"
"ale",29.0623127927572,-22.0463619232178,"Feb_Tmin","Train","National"
"ale",-16.9503869857299,-20.1759777069092,"Feb_Tmin","Train","National"
"ale",-16.9503869857299,-18.9557323455811,"Feb_Tmin","Train","National"
"ale",-16.9503869857299,-17.9542255401611,"Feb_Tmin","Train","National"
"ale",-16.9503869857299,-16.9104022979736,"Feb_Tmin","Train","National"
"ale",-15.701684168883,-15.8482027053833,"Feb_Tmin","Train","National"
"ale",-15.701684168883,-14.7644557952881,"Feb_Tmin","Train","National"
"ale",-15.701684168883,-13.5651950836182,"Feb_Tmin","Train","National"
"ale",-15.701684168883,-12.4682607650757,"Feb_Tmin","Train","National"
"ale",-13.8619804627384,-11.7398767471313,"Feb_Tmin","Train","National"
"ale",-1.66482499875212,-11.0170602798462,"Feb_Tmin","Train","National"
"ale",-0.991643139293764,-10.2630434036255,"Feb_Tmin","Train","National"
"ale",-0.991643139293764,-9.42173290252686,"Feb_Tmin","Train","National"
"ale",-1.52726720143648,-8.60830879211426,"Feb_Tmin","Train","National"
"ale",4.22909356052191,-7.86118841171265,"Feb_Tmin","Train","National"
"ale",6.54274764600686,-6.93314218521118,"Feb_Tmin","Train","National"
"ale",26.1349133371035,-6.0771746635437,"Feb_Tmin","Train","National"
"ale",26.3969715021187,-4.95125484466553,"Feb_Tmin","Train","National"
"ale",26.3969715021187,-3.28219270706177,"Feb_Tmin","Train","National"
"ale",26.3969715021187,12.3360729217529,"Feb_Tmin","Train","National"
"ale",-16.210232108014,13.3724002838135,"May_Tmax","Train","National"
"ale",-16.210232108014,16.5260028839111,"May_Tmax","Train","National"
"ale",-14.9610419403311,17.3149528503418,"May_Tmax","Train","National"
"ale",-14.9610419403311,17.9980583190918,"May_Tmax","Train","National"
"ale",-14.9610419403311,18.5483551025391,"May_Tmax","Train","National"
"ale",-14.9610419403311,18.9395484924316,"May_Tmax","Train","National"
"ale",-14.9610419403311,19.3276290893555,"May_Tmax","Train","National"
"ale",-13.1508664865868,19.7067108154297,"May_Tmax","Train","National"
"ale",-0.220077376449586,20.1239471435547,"May_Tmax","Train","National"
"ale",20.6935139619174,20.4535579681396,"May_Tmax","Train","National"
"ale",20.6935139619174,20.8199768066406,"May_Tmax","Train","National"
"ale",20.6935139619174,21.1459827423096,"May_Tmax","Train","National"
"ale",20.6935139619174,21.5546646118164,"May_Tmax","Train","National"
"ale",20.6935139619174,21.9520854949951,"May_Tmax","Train","National"
"ale",20.6935139619174,22.4319190979004,"May_Tmax","Train","National"
"ale",20.6935139619174,22.9550437927246,"May_Tmax","Train","National"
"ale",2.30039377774011,23.558629989624,"May_Tmax","Train","National"
"ale",-3.76348528184212,24.2197265625,"May_Tmax","Train","National"
"ale",-8.05338608482658,24.9825325012207,"May_Tmax","Train","National"
"ale",-8.05338608482658,26.1139736175537,"May_Tmax","Train","National"
"ale",-29.4931387688757,34.3910446166992,"May_Tmax","Train","National"
"ale",0.548610858925625,-17.5446472167969,"Mar_Tmin","Train","National"
"ale",0.548610858925625,-13.1547727584839,"Mar_Tmin","Train","National"
"ale",0.548610858925625,-11.7702741622925,"Mar_Tmin","Train","National"
"ale",-8.31123902436325,-10.5578002929688,"Mar_Tmin","Train","National"
"ale",-16.7282397716717,-9.77389430999756,"Mar_Tmin","Train","National"
"ale",-16.7282397716717,-9.06076240539551,"Mar_Tmin","Train","National"
"ale",-16.7282397716717,-8.44672966003418,"Mar_Tmin","Train","National"
"ale",-16.7282397716717,-7.80004644393921,"Mar_Tmin","Train","National"
"ale",-16.7282397716717,-7.21762800216675,"Mar_Tmin","Train","National"
"ale",-16.7282397716717,-6.72731351852417,"Mar_Tmin","Train","National"
"ale",-14.2603699136028,-6.25983810424805,"Mar_Tmin","Train","National"
"ale",-14.2603699136028,-5.8334002494812,"Mar_Tmin","Train","National"
"ale",-10.3524862927592,-5.45447206497192,"Mar_Tmin","Train","National"
"ale",-10.3524862927592,-5.04542875289917,"Mar_Tmin","Train","National"
"ale",-10.3524862927592,-4.61820220947266,"Mar_Tmin","Train","National"
"ale",29.2907362586452,-4.15098190307617,"Mar_Tmin","Train","National"
"ale",30.2676642252515,-3.62976002693176,"Mar_Tmin","Train","National"
"ale",30.2676642252515,-3.01724982261658,"Mar_Tmin","Train","National"
"ale",30.2676642252515,-2.01750802993774,"Mar_Tmin","Train","National"
"ale",30.2676642252515,-0.397131949663162,"Mar_Tmin","Train","National"
"ale",33.1611927013347,13.9357299804688,"Mar_Tmin","Train","National"
"ale",-42.1150276952053,0.305161714553833,"Aug_Precip","Train","National"
"ale",-42.1150276952053,14.0872259140015,"Aug_Precip","Train","National"
"ale",-18.8139103796803,19.9373245239258,"Aug_Precip","Train","National"
"ale",-13.5343187495355,25.2093563079834,"Aug_Precip","Train","National"
"ale",-13.5343187495355,29.63356590271,"Aug_Precip","Train","National"
"ale",-13.5343187495355,33.9418754577637,"Aug_Precip","Train","National"
"ale",-12.8368108447384,37.7839088439941,"Aug_Precip","Train","National"
"ale",-12.8368108447384,41.3463096618652,"Aug_Precip","Train","National"
"ale",-12.588524667266,45.1331367492676,"Aug_Precip","Train","National"
