"Year","State","County","Acres_Planted","Acres_Harvested","Yield","Latest","Oldest","Longitude","Latitude","Jan_Tmax","Feb_Tmax","Mar_Tmax","Apr_Tmax","May_Tmax","Jun_Tmax","Jul_Tmax","Aug_Tmax","Sep_Tmax","Oct_Tmax","Nov_Tmax","Dec_Tmax","Jan_Tmin","Feb_Tmin","Mar_Tmin","Apr_Tmin","May_Tmin","Jun_Tmin","Jul_Tmin","Aug_Tmin","Sep_Tmin","Oct_Tmin","Nov_Tmin","Dec_Tmin","Jan_Precip","Feb_Precip","Mar_Precip","Apr_Precip","May_Precip","Jun_Precip","Jul_Precip","Aug_Precip","Sep_Precip","Oct_Precip","Nov_Precip","Dec_Precip","SpaceVar"
1991,"CO","LOGAN",3800,3800,870,2005,1991,-103.1101,40.7247,3.53645801544189,13.3463850021362,13.3559226989746,17.2262935638428,23.5588111877441,29.5661582946777,32.7823181152344,31.5700759887695,27.3512439727783,19.9584808349609,7.36941003799438,7.096275806427,-10.8305683135986,-4.79811000823975,-3.09550261497498,1.23426795005798,8.36251831054688,13.7363567352295,15.3321685791016,14.4962720870972,8.79415130615234,0.59461510181427,-5.22161340713501,-7.40105438232422,5.4819188117981,4.4731330871582,20.8346118927002,10.6635398864746,72.2820053100586,62.2177276611328,37.967960357666,39.557071685791,44.4217338562012,12.5569047927856,24.1485500335693,3.92878484725952,1
1991,"CO","WELD",1600,1500,780,2011,1991,-104.3925,40.5549,3.27055144309998,12.0826606750488,12.8687953948975,16.3808917999268,23.5939769744873,28.713529586792,30.9636669158936,30.3384380340576,25.8474292755127,19.397066116333,6.98857545852661,7.82590389251709,-12.4797496795654,-7.21066522598267,-4.54488849639893,-0.151075556874275,6.63634872436523,11.638786315918,13.3514976501465,13.0073690414429,7.28110647201538,-0.50496631860733,-6.32119178771973,-9.22491645812988,3.5571448802948,0.0685916021466255,3.2786877155304,20.3503608703613,51.4179000854492,61.4912757873535,71.0126266479492,33.095043182373,23.6801605224609,9.42845058441162,27.5030117034912,0.5436891913414,1
1991,"CO","ADAMS",4200,4000,660,2016,1991,-104.3379,39.8736,3.94577646255493,11.8694095611572,12.6161460876465,15.6726093292236,23.2728652954102,28.9575328826904,30.6712532043457,29.6718769073486,25.3891086578369,19.5691585540771,7.09193325042725,6.22410917282104,-11.9110336303711,-5.98146772384644,-3.52905249595642,0.438164085149765,6.78405904769897,11.8493356704712,13.721848487854,13.0293483734131,7.51703596115112,0.223172605037689,-6.73643684387207,-8.79646110534668,8.12878131866455,0.337936908006668,20.4835510253906,23.0323333740234,57.3664245605469,71.639762878418,136.971496582031,50.778564453125,25.1278495788574,13.838978767395,53.5170021057129,4.3596658706665,1
1991,"CO","ARAPAHOE",1900,1800,950,2009,1991,-104.3381,39.6497,4.12984800338745,11.5008144378662,11.8592796325684,15.0807313919067,22.5129699707031,28.0530128479004,29.8569068908691,28.4478969573975,24.6676025390625,19.2522945404053,7.22572469711304,5.5616888999939,-11.6322908401489,-5.70856857299805,-3.77418279647827,-0.0264525711536408,6.2343373298645,11.2704906463623,13.2772989273071,12.7482528686523,7.0743842124939,0.470344930887222,-6.94517803192139,-8.66568088531494,9.8141040802002,0.160090669989586,21.1463050842285,27.7410449981689,51.4068489074707,69.6952590942383,149.816818237305,72.7968826293945,21.7470531463623,14.5658760070801,51.3563652038574,5.77435255050659,1
1991,"CO","ELBERT",500,500,480,2010,1991,-104.1359,39.2866,4.50279378890991,11.4320268630981,11.0453863143921,14.4367837905884,21.8247928619385,27.7729473114014,28.9906101226807,27.2738609313965,23.5602111816406,18.7244682312012,5.75827646255493,4.56659936904907,-12.5336761474609,-6.75132083892822,-4.89881420135498,-1.1834522485733,4.85550689697266,9.4674072265625,11.5650320053101,11.1225938796997,6.08821296691895,-0.898731172084808,-7.37049436569214,-8.08874225616455,14.3349485397339,1.00745129585266,45.2001190185547,47.9209327697754,44.3600921630859,45.143180847168,120.864402770996,100.82511138916,13.9178819656372,17.6976642608643,50.4084205627441,25.5068073272705,1
1991,"CO","KIT CARSON",3700,3000,1055,2014,1991,-102.6029,39.3054,3.57052135467529,13.2141904830933,12.9380025863647,17.3516616821289,23.7506542205811,29.743803024292,30.2710857391357,28.7098426818848,25.3522529602051,19.6354179382324,6.93195343017578,5.89967346191406,-10.2446384429932,-4.69915246963501,-2.4202892780304,1.91428971290588,8.62681102752686,13.7153005599976,15.3854885101318,14.1810874938965,9.36305141448975,1.56453633308411,-5.1791558265686,-6.10109996795654,2.7637996673584,3.46084856987,38.0266227722168,12.2293672561646,78.1472625732422,55.1331253051758,181.002838134766,91.2539749145508,9.07936000823975,25.1402683258057,42.1133422851562,26.2908439636231,1
1991,"CO","LINCOLN",500,500,600,2016,1991,-103.514,38.988,4.67234992980957,13.0555419921875,12.4631128311157,16.5115528106689,23.5217361450195,29.3003845214844,30.0980434417725,28.433162689209,25.0115242004394,19.8012981414795,7.20609998703003,5.59450149536133,-11.1579065322876,-6.4394941329956,-4.0537748336792,0.0520054213702679,6.52103042602539,11.0351715087891,13.1737728118897,12.3594951629639,7.17843866348267,-0.348631203174591,-6.91339206695557,-7.34583330154419,12.9799222946167,0.852408051490784,32.1379127502441,28.9771385192871,52.801586151123,43.6685371398926,92.0455093383789,111.501968383789,9.97638320922852,12.7822885513306,31.8333358764648,18.4373073577881,1
1991,"CO","WASHINGTON",3500,3400,680,2016,1991,-103.2013,39.971,3.80773138999939,12.864107131958,12.4228239059448,16.2296657562256,22.7342014312744,29.1344432830811,30.6212577819824,29.867130279541,25.8295955657959,19.3958168029785,6.53831672668457,5.48704147338867,-11.0538787841797,-5.25816774368286,-3.15030264854431,0.699390351772308,7.43838453292847,12.8060340881348,14.1456031799316,13.1707515716553,8.55544662475586,0.613708734512329,-5.33666133880615,-7.34195327758789,2.62631893157959,2.23907566070557,25.858247756958,19.5261344909668,85.890251159668,48.459774017334,97.2841567993164,41.2883148193359,6.55210161209106,14.1309652328491,34.5686836242676,17.960355758667,1
1991,"CO","YUMA",11300,11000,1290,2013,1991,-102.4243,40.0029,4.05384063720703,13.631516456604,13.043212890625,17.238166809082,23.2247581481934,29.2663383483887,30.4630222320557,29.7603549957275,26.1447696685791,19.7732257843018,7.33684873580933,6.75142192840576,-10.1895017623901,-5.1321759223938,-2.31012058258057,2.45481491088867,9.45115184783936,14.7648754119873,15.5607261657715,14.8373928070068,9.02745056152344,1.9353973865509,-5.00446081161499,-6.85541439056396,4.88683271408081,4.78698587417603,36.7462120056152,40.0051879882812,104.542472839355,90.6284866333008,146.317153930664,58.8154449462891,22.1944236755371,24.1557331085205,38.2715873718262,25.7866134643555,1
1992,"CO","LOGAN",5100,4900,1115,2005,1991,-103.1101,40.7247,4.27818250656128,11.4713315963745,14.3293771743774,20.2622909545898,25.3330421447754,26.2738590240479,29.3045959472656,28.5346622467041,27.7114238739014,20.3038845062256,6.80196619033813,-0.339089632034302,-9.05352878570557,-2.99580407142639,-1.54196488857269,2.18207788467407,7.09024667739868,11.7093906402588,14.1477251052856,12.4865694046021,8.2880334854126,1.8945962190628,-5.57787084579468,-12.6859121322632,21.6826496124268,8.95767211914062,41.7120399475098,7.49702024459839,19.2247104644775,170.729293823242,46.3340759277344,71.2136001586914,16.5952262878418,18.3433074951172,15.8275661468506,8.63326263427734,2
